Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
206¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":26,"column":3},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Program
207¿VariableDeclarator¿¿353¿v31¿¿¿{"start":{"line":1,"column":37},"end":{"line":26,"column":1},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿VariableDeclarator
208¿ArrowFunctionExpression¿¿353¿¿¿¿{"start":{"line":1,"column":37},"end":{"line":26,"column":1},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿ArrowFunctionExpression
209¿Identifier¿¿0¿done¿¿¿{"start":{"line":1,"column":38},"end":{"line":1,"column":42},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Identifier
210¿VariableDeclarator¿¿355¿v17¿¿¿{"start":{"line":2,"column":2},"end":{"line":2,"column":22},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿VariableDeclarator
211¿CallExpression¿¿355¿¿¿¿{"start":{"line":2,"column":2},"end":{"line":2,"column":22},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿CallExpression
212¿MemberExpression¿¿355¿¿¿¿{"start":{"line":2,"column":2},"end":{"line":2,"column":19},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿MemberExpression
213¿Identifier¿¿355¿expect¿¿¿{"start":{"line":2,"column":2},"end":{"line":2,"column":8},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Identifier
214¿Identifier¿¿355¿assertions¿¿¿{"start":{"line":2,"column":9},"end":{"line":2,"column":19},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Identifier
215¿Literal¿number¿355¿¿2¿¿{"start":{"line":2,"column":20},"end":{"line":2,"column":21},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Literal
216¿ExpressionStatement¿¿355¿¿¿¿{"start":{"line":2,"column":2},"end":{"line":2,"column":23},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿ExpressionStatement
217¿Identifier¿¿355¿v17¿¿¿¿¿Identifier
218¿VariableDeclarator¿¿355¿v18¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":28},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿VariableDeclarator
219¿CallExpression¿¿355¿¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":28},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿CallExpression
220¿Identifier¿¿355¿require¿¿¿{"start":{"line":3,"column":14},"end":{"line":3,"column":21},"fname":"/Users/elza/Documents/MDP/Js_files/command-injection/git_0.1.5/git.test.js"}¿¿Identifier
