Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":119,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Program
689¿VariableDeclarator¿¿1225¿v71¿¿¿{"start":{"line":3,"column":12},"end":{"line":3,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
690¿CallExpression¿¿1225¿¿¿¿{"start":{"line":3,"column":12},"end":{"line":3,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿CallExpression
691¿Identifier¿¿1225¿require¿¿¿{"start":{"line":3,"column":12},"end":{"line":3,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
692¿Literal¿string¿1225¿¿'child_process'¿¿{"start":{"line":3,"column":20},"end":{"line":3,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Literal
693¿VariableDeclarator¿¿1225¿spawn¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
694¿MemberExpression¿¿1225¿¿¿¿{"start":{"line":3,"column":12},"end":{"line":3,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
695¿Identifier¿¿1225¿v71¿¿¿¿¿Identifier
696¿Identifier¿¿1225¿spawn¿¿¿{"start":{"line":3,"column":37},"end":{"line":3,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
697¿VariableDeclarator¿¿1225¿v140¿¿¿{"start":{"line":20,"column":17},"end":{"line":119,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
698¿FunctionExpression¿¿1225¿anon¿¿¿{"start":{"line":20,"column":27},"end":{"line":119,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿FunctionExpression
699¿Identifier¿¿0¿proto¿¿¿{"start":{"line":20,"column":37},"end":{"line":20,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
700¿VariableDeclarator¿¿1227¿compare¿¿¿{"start":{"line":21,"column":2},"end":{"line":113,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
701¿FunctionExpression¿¿1227¿anon¿¿¿{"start":{"line":21,"column":2},"end":{"line":113,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿FunctionExpression
702¿Identifier¿¿0¿orig¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
703¿Identifier¿¿0¿compareTo¿¿¿{"start":{"line":21,"column":25},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
704¿Identifier¿¿0¿options¿¿¿{"start":{"line":21,"column":36},"end":{"line":21,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
705¿Identifier¿¿0¿cb¿¿¿{"start":{"line":21,"column":45},"end":{"line":21,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
706¿VariableDeclarator¿¿1229¿v72¿¿¿{"start":{"line":23,"column":24},"end":{"line":23,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
707¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":23,"column":24},"end":{"line":23,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
708¿ThisExpression¿¿1229¿¿¿¿{"start":{"line":23,"column":24},"end":{"line":23,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ThisExpression
709¿Identifier¿¿1229¿_options¿¿¿{"start":{"line":23,"column":29},"end":{"line":23,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
710¿VariableDeclarator¿¿1229¿v73¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿VariableDeclarator
711¿MemberExpression¿¿1229¿¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿MemberExpression
712¿ThisExpression¿¿1229¿¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿ThisExpression
713¿Identifier¿¿1229¿_options¿¿¿{"start":{"line":23,"column":46},"end":{"line":23,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/gm_1.20.0/gm_1.21.1.js"}¿¿Identifier
